학년군,교과,영역,"핵심
3~4,음악,창작,,⋅간단한 악보,[4음03-02],악곡의 일부를 바꾸어 표현하고 간단한 악보로 나타낸다.,악곡의 특성을 충분히 이해하여 그 일부를 바꾸어 표현하고 음표·기호·숫자 등을 적절히 활용하여 간단한 악보로 나타낸다.,악곡의 특성을 이해하여 그 일부를 바꾸어 표현하고 음표·기호·숫자 등을 활용하여 간단한 악보로 나타낸다.,악곡의 특성을 부분적으로 이해하여 그 일부를 바꾸어 표현하고 음표·기호·숫자 등을 일부 활용하여 간단한 악보로 나타내려고 노력한다.,[4음03-03] 이 성취기준은 음악 요소에 관한 이해를 바탕으로 소리나 음악을 창작하는 기초적인 능력을 기르도록 하기 위해 설정하였다. 기초적인 수준의 음악 요소를 활용하여 짧고 간단한 소리나 음악으로 자유롭게 표현하며 음악 요소에 따른 음악적 효과와 특징을 스스로 인식하도록 하는 데 중점을 둔다.
3~4,음악,창작,,"⋅기초적인 음악 요소
⋅소리와 음악",[4음03-03],기초적인 음악 요소를 활용하여 소리나 음악으로 표현한다.,기초적인 음악 요소를 적절하게 활용하여 음악 요소의 특징이 잘 나타나도록 소리나 음악으로 창의적으로 표현한다.,기초적인 음악 요소를 활용하여 음악 요소의 특징이 나타나도록 소리나 음악으로 표현한다.,기초적인 음악 요소를 활용하여 소리나 음악으로 표현하려고 노력한다.,"[4음03-04] 이 성취기준은 생활 주변의 소리에 민감하게 반응하고 새로운 음악을 만들어가며 즐길 수 있도록 하기 위해 설정하였다. 일상에서 경험할 수 있는 다양한 소리나 장면을 음악의 관점에서 탐색해 보고 이를 모방하여 노래, 악기 연주, 신체표현 등의 다양한 방법으로 나타내도록 한다. 학습자마다 산출해낸 다양한 결과물을 서로 공유하며 새로운 표현과 그 가능성을 즐기도록 하는 데 중점을 둔다."
3~4,음악,창작,,⋅소리와 음악,[4음03-04],생활 주변의 소리나 장면을 모방하며 음악의 새로움을 즐기는 태도를 갖는다.,생활 주변의 소리나 장면의 특징을 살려 실감나게 모방하며 새로운 음악적 표현을 적극적으로 즐기는 태도를 갖는다.,생활 주변의 소리나 장면의 특징을 살려 모방하며 새로운 음악적 표현을 즐기는 태도를 갖는다.,생활 주변의 소리나 장면을 모방하며 새로운 음악적 표현을 즐기려고 노력한다.,
3~4,미술,미적 체험,"⋅미적 체험은 감각을 깨워 미적 감수성을 풍부하게 하며 미적 가치를 발견하도록 한다.
⋅대상과 현상을 관찰하고 지각하는 경험은 앎을 확장하고 자신을 성찰하게 한다. 
⋅이미지에 대한 비판적 이해는 시각적 소통과 문화적 참여의 토대가 된다. ",⋅자신의 감각,[4미01-01],자연물과 인공물을 탐색하는 데 다양한 감각을 활용할 수 있다.,자연물과 인공물을 탐색하는 데 쓰이는 자신의 다양한 감각을 이해하고 적극적으로 활용할 수 있다.,자연물과 인공물을 탐색하는 데 쓰이는 자신의 다양한 감각을 발견하고 활용할 수 있다.,자연물과 인공물을 탐색하는 데 자신의 다양한 감각을 제한적으로 활용할 수 있다.,
3~4,미술,미적 체험,,⋅생활 속 미술,[4미01-02],주변 대상을 체험하며 떠오른 느낌과 생각을 다양한 방법으로 나타낼 수 있다.,주변 대상을 체험하며 떠오른 느낌과 생각을 구체적이고 다양한 방법으로 나타낼 수 있다.,주변 대상을 체험하며 떠오른 느낌과 생각을 다양한 방법으로 나타낼 수 있다.,주변 대상을 체험하며 떠오른 느낌과 생각을 부분적으로 나타낼 수 있다.,
3~4,미술,미적 체험,,⋅대상의 특징,[4미01-03],미적 탐색에 호기심을 갖고 참여하며 자신의 감각으로 대상의 특징을 이해할 수 있다.,미적 탐색에 호기심을 갖고 적극적으로 참여하며 자신의 감각으로 대상의 특징을 이해하고 설명할 수 있다.,미적 탐색에 호기심을 갖고 참여하며 자신의 감각으로 대상의 특징을 이해할 수 있다.,미적 탐색에 관심을 보이며 자신의 감각으로 대상의 특징을 부분적으로 이해할 수 있다.,"[4미01-03] 성취기준은 객관적 지식을 적용하거나 고정 관념에 따라 대상을 이해하는 방식에서 벗어나 몸의 다양한 감각으로 직접 대상을 탐색하는 데 호기심을 갖고 참여하며 자신의 감각을 바탕으로 대상의 특징을 이해하는 데 중점을 둔다. 같은 대상이라도 지각하고 반응하는 방식은 학생마다 다를 수 있다. 대상을 지각하며 자연스럽게 떠올린 자신의 감정, 느낌, 생각 등을 나타내고 친구들의 다양한 반응을 접하며 자신만의 고유한 감각을 통해 대상이 지닌 다채로운 특징을 이해한다."
3~4,미술,미적 체험,,⋅생활 속 미술,[4미01-04],생활 속에서 활용되는 미술에 관심을 가지고 미술의 특징과 역할을 발견할 수 있다.,생활 속에서 활용되는 미술에 지속적인 관심을 가지고 여러 사례를 조사하여 미술의 특징과 역할을 다양하게 발견할 수 있다.,생활 속에서 활용되는 미술에 관심을 가지고 사례를 찾아 미술의 특징과 역할을 발견할 수 있다.,생활 속에서 활용되는 미술에 관심을 보이며 미술의 특징과 역할을 발견하고자 노력한다.,
3~4,미술,표현,"⋅표현은 자신의 느낌과 생각을 시각화하는 창의적 사고와 성찰의 순환 과정으로 이루어진다.
⋅다양한 발상은 아이디어와 주제를 발전시키고 표현의 토대가 된다.
⋅작품 제작은 표현 재료와 방법, 조형 요소와 원리 등을 선택하고 활용하여 창의적으로 문제를 해결하는 과정을 통해 예술적 성취를 경험하게 한다. ",⋅표현 주제,[4미02-01],관찰과 상상으로 아이디어를 떠올려 표현 주제를 구체화할 수 있다.,관찰과 상상으로 다양한 아이디어를 떠올려 표현 주제를 구체화할 수 있다.,관찰과 상상으로 아이디어를 떠올려 표현 주제를 구체화할 수 있다.,관찰과 상상으로 아이디어를 떠올려 표현 주제를 나타낼 수 있다.,
3~4,미술,표현,,⋅기본적인 표현 재료와 용구,[4미02-02],기본적인 표현 재료와 용구의 특성을 이해하고 사용 방법을 익힐 수 있다.,기본적인 표현 재료와 용구의 특성을 이해하고 설명하며 적절한 사용 방법을 익힐 수 있다.,기본적인 표현 재료와 용구의 특성을 이해하고 사용 방법을 익힐 수 있다.,기본적인 표현 재료와 용구의 특성을 부분적으로 이해하고 사용 방법을 익히고자 노력한다.,"[4미02-02] 성취기준은 기본적인 표현 재료의 물성을 경험하고 표현 용구의 사용법을 충분히 익히는 활동에 중점을 둔다. 표현 재료와 용구는 단순히 표현 수단을 넘어 그 자체로서 학생들에게 새로운 느낌과 생각을 가지게 한다. 초등학교 3~4학년 수준에서 다룰 수 있는 기본적인 표현 재료에는 종이류(도화지, 색종이, 한지 등), 드로잉 재료(연필, 펜 등), 채색 재료(크레파스, 파스텔, 수채화물감, 아크릴물감, 먹 등), 조소 재료(찰흙, 종이죽, 공예용 철사 등)가 있으며 그 밖에 생활 속에서 익숙하게 다루고 있는 다양한 생활용품 및 디지털 매체를 활용할 수 있다."
3~4,미술,표현,,⋅조형 요소의 특징,[4미02-03],조형 요소의 특징을 자유롭게 탐색하며 주제 표현에 알맞게 활용할 수 있다.,"조형 요소의 다양한 특징을 자유롭게 탐색하여 이해하고 설명하며, 주제 표현에 적합한 조형 요소를 찾아 알맞게 활용할 수 있다.",조형 요소의 특징을 자유롭게 탐색하여 이해하고 주제 표현에 알맞게 활용할 수 있다.,조형 요소의 일부 특징을 알고 주제 표현에 활용하려고 시도할 수 있다.,"[4미02-03] 성취기준은 미술 표현에 기초가 되는 조형 요소의 특징을 탐색하고 표현 주제와 연결 지어 조형 요소를 활용하는 데 중점을 둔다. 조형 요소에는 선, 형과 형태, 색, 질감, 양감 등이 있다. 각 조형 요소를 탐색하여 시각적 특징을 발견하고 표현하고자 하는 주제와 어울리는 조형 요소를 찾아 주제 표현에 활용한다."
3~4,미술,표현,,"⋅표현 주제
",[4미02-04],표현 의도를 가지고 작품을 제작하며 자기 작품을 소중히 여길 수 있다.,분명한 표현 의도를 가지고 주도적으로 작품을 제작하며 자기 작품을 소중히 여기는 태도를 실천한다.,표현 의도를 가지고 작품을 제작하며 자기 작품을 소중히 여기는 태도를 가진다.,표현 의도를 작품 제작에 반영하고자 시도하며 자기 작품을 소중히 여기는 태도를 가지려고 노력한다.,"[4미02-04] 성취기준은 작품 제작을 위한 계획 단계부터 작품을 완성한 후 발표 및 전시에 이르기까지 학생들의 제작 의도와 작품을 대하는 태도에 중점을 둔다. 작품 제작에 분명한 의도를 갖는 것은 주도적으로 작품을 제작하는 바탕이 되어 표현 재료와 용구, 조형 요소의 특징을 탐색하여 작품에 활용하는 일련의 과정을 이끈다. 또한, 자신의 의도에 따라 주도적으로 제작한 작품에는 특별한 의미가 부여되어 작품을 소중히 여기는 태도로 이어질 수 있다."
3~4,미술,표현,,,[4미02-05],미술과 타 교과를 관련지어 주제를 표현하는데 흥미를 가질 수 있다.,다양한 탐색을 통해 미술과 타 교과를 관련지어 주제를 표현하는 데 지속적으로 흥미를 가진다.,미술과 타 교과를 관련지어 주제를 표현하는 데 흥미를 가진다.,미술과 타 교과를 관련지어 주제를 표현하는 데 흥미를 가지려고 노력한다.,
3~4,미술,감상,"⋅감상은 다양한 삶과 문화가 반영된 미술과의 만남으로 자신과 공동체의 문화를 이해하게 한다.
⋅작품의 내용과 형식에 관한 맥락적 이해와 비평은 미적 판단 능력을 높인다.
⋅감상은 서로 다른 관점을 이해하여 삶에서 미술 문화의 다원적 가치를 존중하도록 한다. ","⋅미술 작품과 미술가",[4미03-01],미술 작품을 자세히 보고 작품과 미술가에 관해 질문할 수 있다.,미술 작품을 자세히 보고 작품과 미술가에 관해 다양하게 질문할 수 있다.,미술 작품을 자세히 보고 작품과 미술가에 관해 질문할 수 있다.,미술 작품을 보고 작품과 미술가에 관해 일부 질문을 시도할 수 있다.,"[4미03-01] 성취기준은 작품에 대한 교사의 질문이나 조사에 의존하는 감상 방식에서 벗어나 학생들이 작품을 충분히 보고 자신의 느낌과 생각을 바탕으로 질문을 만들어 상호 작용하는 데 중점을 둔다. 질문하기를 통한 감상은 작품과 나누는 대화의 시작이다. 작품 정보를 활용한 질문, 작품의 내용이나 형식에 관한 질문, 작가의 입장이 되어 던지는 질문 등 다양한 질문을 통하여 학생들이 감상에 흥미를 느끼고 감상 관점을 기르도록 한다."
3~4,미술,감상,,"⋅미술 작품의 특징",[4미03-02],미술 작품의 특징과 작품에 관한 자신의 느낌과 생각을 설명할 수 있다.,미술 작품의 다양한 특징과 작품에 관한 자신의 느낌과 생각을 구체적으로 설명할 수 있다.,미술 작품의 특징과 작품에 관한 자신의 느낌과 생각을 설명할 수 있다.,미술 작품의 특징과 작품에 관한 자신의 느낌과 생각을 부분적으로 설명할 수 있다.,
3~4,미술,감상,,⋅미술 전시,[4미03-03],미술 문화에 관심을 가지고 전시 및 행사에 참여할 수 있다.,다양한 미술 문화에 관심을 가지고 미술 전시 및 행사에 주도적으로 참여할 수 있다.,미술 문화에 관심을 가지고 미술 전시 및 행사에 참여할 수 있다.,미술 문화에 일부 관심을 가지고 미술 전시 및 행사에 제한적으로 참여할 수 있다.,
3~4,미술,감상,,,[4미03-04],작품 감상에 흥미를 가지고 참여하며 작품에 대한 자신의 감상 관점을 존중할 수 있다.,작품 감상에 흥미를 가지고 적극적으로 참여하며 작품에 대한 자신의 감상 관점을 존중하는 태도를 내면화할 수 있다.,작품 감상에 흥미를 가지고 참여하며 작품에 대한 자신의 감상 관점을 존중할 수 있다.,작품 감상에 참여하며 작품에 대한 자신의 감상 관점을 가지려고 노력한다.,
3~4,영어,이해,"⋅의사소통 목적과 상황에 맞게 배경지식을 활용하고 관점, 목적과 맥락을 파악함으로써 담화나 글을 이해하는 능력을 함양한다. 
⋅적절한 사고 과정 및 전략을 활용하여 담화나 글의 의미를 파악하고 분석한다.
⋅담화나 글을 이해하는 활동은 협력적이고 포용적으로 화자나 필자의 의도를 이해하는 태도를 길러 준다. ",,[4영01-01],알파벳과 쉽고 간단한 단어의 소리를 듣고 식별한다.,알파벳과 쉽고 간단한 단어의 소리를 듣고 정확하게 식별할 수 있다.,알파벳과 쉽고 간단한 단어의 소리를 듣고 대체로 식별할 수 있다.,알파벳과 매우 쉽고 간단한 단어의 소리를 반복하여 듣고 부분적으로 식별할 수 있다.,
3~4,영어,이해,,,[4영01-02],알파벳 대소문자를 식별하여 읽는다.,알파벳 대소문자를 식별하여 정확하게 읽을 수 있다.,알파벳 대소문자를 식별하여 대체로 읽을 수 있다.,알파벳 대소문자를 식별하여 부분적으로 읽을 수 있다.,
3~4,영어,이해,,,[4영01-03],"쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 식별한다.","쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 정확하게 식별할 수 있다.","쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양을 대체로 식별할 수 있다.","매우 쉽고 간단한 단어, 어구, 문장을 반복하여 듣고 강세, 리듬, 억양을 부분적으로 식별할 수 있다.",
3~4,영어,이해,,,[4영01-04],"소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 소리 내어 읽는다.","소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 정확하게 소리 내어 읽을 수 있다.","소리와 철자의 관계를 이해하며 쉽고 간단한 단어, 어구, 문장을 대체로 소리 내어 읽을 수 있다.","소리와 철자의 관계를 이해하며 매우 쉽고 간단한 단어, 어구, 문장을 부분적으로 소리 내어 읽을 수 있다.","[4영01-04] 이 성취기준은 단어, 어구, 문장을 개별 소리와 철자 관계에 주목하며 소리 내어 읽음으로써 독자적인 문자 해독의 기초를 형성하는 데 초점이 있다. 초기 학습 단계에서는 소리와 철자 관계가 규칙적이면서 친숙한 단어를 읽고, 나아가 두음이나 각운이 같은 단어를 포함한 어구나 문장, 의미를 알고 있는 어구나 문장을 반복하여 읽으며 소리와 철자 관계를 이해하는 것을 의미한다."
3~4,영어,이해,,,[4영01-05],"쉽고 간단한 단어, 어구, 문장의 의미를 이해한다.","쉽고 간단한 단어, 어구, 문장을 듣거나 읽고 의미를 정확하게 이해할 수 있다.","쉽고 간단한 단어, 어구, 문장을 듣거나 읽고 의미를 대체로 이해할 수 있다.","매우 쉽고 간단한 단어, 어구, 문장을 반복하여 듣거나 읽고 시각 자료 등의 도움을 받아 의미를 부분적으로 이해할 수 있다.",
3~4,영어,이해,,,[4영01-06],자기 주변 주제에 관한 담화의 주요 정보를 파악한다.,"자기 주변 주제에 관한 담화를 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 정확하게 파악할 수 있다.","자기 주변 주제에 관한 담화를 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 대체로 파악할 수 있다.","자기 주변 주제에 관한 쉽고 간단한 담화를 반복하여 듣거나 읽고 모습, 크기, 색깔, 인물, 장소, 시간 등의 주요 정보를 시각 자료 등의 도움을 받아 부분적으로 파악할 수 있다.","[4영01-06] 이 성취기준은 말이나 대화를 듣고 명시적이고 구체적으로 언급된 정보를 파악하는 사실적 이해의 수준을 말하며, 담화의 상황과 내용을 이해하는 데 가장 핵심이 되는 한두 가지의 정보를 파악하는 것을 의미한다."
3~4,영어,이해,,,[4영01-07],적절한 전략을 활용하여 담화나 문장을 듣거나 읽는다.,적절한 전략을 다양하게 활용하여 담화나 문장을 듣거나 읽을 수 있다.,적절한 전략을 일부 활용하여 담화나 문장을 듣거나 읽을 수 있다.,예시를 참고하여 적절한 전략을 일부 활용하여 담화나 문장을 듣거나 읽을 수 있다.,"[4영01-07] 이 성취기준은 영어 듣기와 읽기 전략에 관한 것으로 실물, 그림, 동작 등의 시각 정보를 활용하여 담화의 상황이나 내용, 문장의 의미를 파악하는 것을 의미한다."
3~4,영어,이해,,,[4영01-08],다양한 매체로 표현된 담화나 문장을 흥미를 가지고 듣거나 읽는다.,다양한 매체로 표현된 담화나 문장을 높은 흥미를 가지고 스스로 찾아 듣거나 읽는다.,다양한 매체로 표현된 담화나 문장을 대체로 흥미를 가지고 듣거나 읽는다.,다양한 매체로 표현된 담화나 문장을 흥미를 가지려고 노력하며 듣거나 읽는다.,
3~4,영어,이해,,,[4영01-09],"시, 노래, 이야기를 공감하며 듣는다.","시, 노래, 이야기를 스스로 찾아 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 적극적으로 공감하는 태도를 보인다.","시, 노래, 이야기를 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 보인다.","시, 노래, 이야기를 들으면서 화자의 기쁨, 슬픔 등의 감정을 느끼고 공감하는 태도를 가지려고 노력한다.","[4영01-09] 이 성취기준은 시, 노래, 이야기 등 문학이나 예술적 감성을 불러일으키는 듣기 자료를 통해 기쁨, 슬픔 등의 감정을 느끼고 공감하는 것을 의미한다."
3~4,영어,이해,,,[4영01-10],자기 주변 주제나 문화에 관한 담화나 문장을 존중의 태도로 듣거나 읽는다.,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 적극적인 태도를 보인다.,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 태도를 보인다.,자기 주변 주제나 문화에 관한 담화나 문장을 듣거나 읽을 때 다양한 생각을 존중하는 태도를 가지려고 노력한다.,
3~4,영어,표현,"⋅의사소통 목적과 상황에 맞게 적절한 매체를 활용하여 자신의 감정이나 의견을 담화나 글로 표현하는 능력을 함양한다.
⋅적절한 사고 과정 및 전략을 활용하여 의미를 표현하거나 교환한다.
⋅담화나 글로 표현하는 활동은 다양한 문화와 관점에 대한 이해를 바탕으로 협력적이고 포용적으로 상호 소통하며 의미를 표현하거나 교환하는 태도를 길러 준다. ",,[4영02-01],"쉽고 간단한 단어, 어구, 문장을 강세, 리듬, 억양에 맞게 따라 말한다.","쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양에 맞게 정확하게 따라 말할 수 있다.","쉽고 간단한 단어, 어구, 문장을 듣고 강세, 리듬, 억양에 맞게 대체로 따라 말할 수 있다.","매우 쉽고 간단한 단어, 어구, 문장을 반복하여 듣고 강세, 리듬, 억양에 맞게 부분적으로 따라 말할 수 있다.",
3~4,영어,표현,,,[4영02-02],알파벳 대소문자를 구별하여 쓴다.,알파벳 대소 문자를 구별하여 정확하게 쓸 수 있다.,알파벳 대소 문자를 구별하여 대체로 쓸 수 있다.,알파벳 대소 문자를 구별하여 부분적으로 쓸 수 있다.,
3~4,영어,표현,,,[4영02-03],소리와 철자의 관계를 바탕으로 쉽고 간단한 단어를 쓴다.,소리와 철자의 관계를 바탕으로 쉽고 간단한 단어를 정확하게 쓸 수 있다.,소리와 철자의 관계를 바탕으로 쉽고 간단한 단어를 대체로 쓸 수 있다.,소리와 철자의 관계를 바탕으로 매우 쉽고 간단한 단어를 부분적으로 쓸 수 있다.,[4영02-03] 이 성취기준은 단어를 쓰는 단계에서 학습자가 기계적으로 철자를 외워서 쓰는 것이 아니라 단어의 개별 소리에 대응하는 철자를 생각해 보며 쓰도록 하는 것을 의미한다.
3~4,영어,표현,,,[4영02-04],"실물, 그림, 동작 등을 보고 쉽고 간단한 문장으로 말하거나 단어나 어구를 쓴다.","실물, 그림, 동작 등을 보고 적절한 단어와 언어 형식을 사용하여 쉽고 간단한 문장으로 말하거나 단어나 어구를 정확하게 쓸 수 있다.","실물, 그림, 동작 등을 보고 적절한 단어를 사용하여 쉽고 간단한 문장으로 대체로 말하거나 단어나 어구를 대체로 쓸 수 있다.","실물, 그림, 동작 등을 보고 주어진 단어를 사용하여 매우 쉽고 간단한 문장으로 부분적으로 말하거나 주어진 철자를 사용하여 단어나 어구를 부분적으로 쓸 수 있다.",
3~4,영어,표현,,,[4영02-05],"자신, 주변 사람이나 사물의 소개나 묘사를 쉽고 간단한 문장으로 말하거나 보고 쓴다.","자신, 주변 사람이나 사물을 소개 또는 묘사하는 말을 적절한 단어와 언어 형식을 사용하여 쉽고 간단한 문장으로 말하거나 제시된 문장을 정확하게 보고 쓸 수 있다.","자신, 주변 사람이나 사물을 소개 또는 묘사하는 말을 적절한 단어를 사용하여 쉽고 간단한 문장으로 대체로 말하거나 제시된 문장을 대체로 보고 쓸 수 있다.","자신, 주변 사람이나 사물을 소개 또는 묘사하는 말을 주어진 도움 자료를 참고하여 매우 쉽고 간단한 문장으로 부분적으로 말하거나 제시된 문장을 부분적으로 보고 쓸 수 있다.","[4영02-05] 이 성취기준은 간단한 인사말과 함께 자신과 가족, 친구 등의 이름이나 외모, 주변의 물건이나 동물 등의 특징을 쉬운 언어 형식의 한두 문장으로 말하거나 제시된 문장을 그대로 보고 쓰는 것을 의미한다."
3~4,영어,표현,,,[4영02-06],행동 지시를 쉽고 간단한 문장으로 말하거나 보고 쓴다.,행동을 지시하는 말을 적절한 단어와 언어 형식을 사용하여 쉽고 간단한 문장으로 말하거나 제시된 문장을 정확하게 보고 쓸 수 있다.,행동을 지시하는 말을 적절한 단어를 사용하여 쉽고 간단한 문장으로 대체로 말하거나 제시된 문장을 대체로 보고 쓸 수 있다.,주어진 도움 자료를 사용하여 행동을 지시하는 말을 매우 쉽고 간단한 문장으로 부분적으로 말하거나 제시된 문장을 부분적으로 보고 쓸 수 있다.,
3~4,영어,표현,,,[4영02-07],자신의 감정을 쉽고 간단한 문장으로 말하거나 보고 쓴다.,자신의 감정을 적절한 단어와 언어 형식을 사용하여 쉽고 간단한 문장으로 말하거나 제시된 문장을 정확하게 보고 쓸 수 있다.,자신의 감정을 적절한 단어를 사용하여 쉽고 간단한 문장으로 대체로 말하거나 제시된 문장을 대체로 보고 쓸 수 있다.,주어진 도움 자료를 사용하여 자신의 감정을 매우 쉽고 간단한 문장으로 부분적으로 말하거나 제시된 문장을 부분적으로 보고 쓸 수 있다.,
3~4,영어,표현,,,[4영02-08],자기 주변 주제에 관한 담화의 주요 정보를 묻거나 답한다.,자기 주변 주제에 관한 담화의 주요 정보를 적절한 단어와 언어 형식에 맞게 묻거나 답할 수 있다.,자기 주변 주제에 관한 담화의 주요 정보를 적절한 단어를 사용하여 대체로 묻거나 답할 수 있다.,자기 주변 주제에 관한 담화의 주요 정보를 주어진 단어를 참고하여 부분적으로 묻거나 답할 수 있다.,
3~4,영어,표현,,,[4영02-09],적절한 매체나 전략을 활용하여 창의적으로 의미를 표현한다.,적절한 매체나 전략을 다양하게 활용하여 창의적으로 의미를 표현할 수 있다.,적절한 매체나 전략을 일부 활용하여 창의적으로 의미를 표현할 수 있다.,예시를 참고하여 적절한 매체나 전략을 일부 활용하여 창의적으로 의미를 표현할 수 있다.,"[4영02-09] 이 성취기준은 의사소통 과정에서 사진, 그림, 디지털 매체 등을 활용하여 다양한 방식으로 의미를 전달하거나 교환하는 것을 말한다. 이는 표정, 몸짓, 동작 등의 비언어적 수단을 수반하여 말하는 것과 함께 그림 글자나 단어 쓰기, 고안 철자(invented spelling) 쓰기, 철자 점검하며 다시 쓰기 등의 전략을 적절하게 사용하는 것을 의미한다."
3~4,영어,표현,,,[4영02-10],의사소통 활동에 흥미와 자신감을 가지고 대화 예절을 지키며 참여한다.,의사소통 활동에 높은 흥미와 자신감을 가지고 상대방을 배려하고 차례를 지키며 대화에 적극적으로 참여한다.,의사소통 활동에 대체로 흥미와 자신감을 가지고 상대방을 배려하고 차례를 지키며 대화에 참여하는 태도를 보인다.,의사소통 활동에 일부 흥미와 자신감을 가지고 상대방을 배려하고 차례를 지키며 참여하려고 노력한다.,"[4영02-10] 이 성취기준은 말하기⋅쓰기 활동 및 과업을 수행하는 과정에서 학습자가 흥미와 자신감을 가지고 능동적으로 참여하도록 다양한 학습 경험을 제공하는 데 초점이 있으며, 대화 상대자의 영어 사용 수준이나 문화적 차이를 고려하여 상대방을 배려하고 차례를 지키며 대화에 참여하도록 하는 것을 의미한다."
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,
3~4,,,,,,,,,,